"Invoice_day","Invoice_Value","Invoice_POS","Country","Country_ID","City","LAT","LNG","Invoice_Type","Invoice_Type_ID","Limit_number","Fraud"
2016-08-29,5.6,"HOTEL SANSIMON-PLAZA B","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-28,6.4,"SPAR IZOLA","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-27,0.53,"TARIFA ZA DVIG GOTOVINE","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-27,30,"BANKA KOPER ATM","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,1,0
2016-08-27,12.12,"SPAR IZOLA","Slovenija ",1,"Izola","45.537405","13.660080","Maestro",1,0,0
2016-08-26,4.5,"NAKUP MARENDA DULCIS 4,50 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-26,1.2,"NAKUP MARENDA DULCIS 1,20 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-26,6.03,"NAKUP MARENDA DULCIS 6,03 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-25,7.7,"SPAR BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-25,4.17,"NAKUP MARENDA DULCIS 4,17 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-25,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-24,1.7,"NAKUP MARENDA DULCIS 1,70 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-24,4.48,"NAKUP MARENDA DULCIS 4,48 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-23,3,"BS LJUBLJANA I","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-23,5.4,"NAKUP MARENDA DULCIS 5,40 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-23,3.74,"NAKUP MARENDA DULCIS 3,74 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-23,16.99,"BIG BANG CITY PARK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-23,2,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-22,5.1,"NAKUP MARENDA DULCIS 5,10 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-22,16.97,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-22,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-21,15.19,"SUPERMARKET BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-19,4.11,"NAKUP MARENDA DULCIS 4,11 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-19,7.86,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-19,1.2,"NAKUP MARENDA DULCIS 1,20 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-19,0.85,"NAKUP MARENDA DULCIS 0,85 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-18,3.22,"NAKUP MARENDA DULCIS 3,22 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-18,0.24,"NADOMESTILO ZA PLAÈILO TN-DB","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-18,27.49,"10213122209","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-18,155.56,"VISA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-17,4.62,"NAKUP MARENDA DULCIS 4,62 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-17,19.63,"SPAR BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-17,5.4,"NAKUP MARENDA DULCIS 5,40 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-16,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-16,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-16,165.56,"PLAÈILO RAÈUNA 28-2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-13,2.3,"ALPE PANON PE LJ SMART","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-13,13.95,"PE MUELLER BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-13,22.32,"NAKUP BAUHAUS d.o.o., k.d. 9 22,32 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-13,19.59,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-12,11.79,"NAKUP MARENDA DULCIS 11,79 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-12,11.31,"NAKUP Hofer Ljubljana - Fil. 11,31 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-11,0.53,"NADOMESTILO ZA DVIG - BA DRUGE BANKE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-11,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-11,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-11,33.85,"DAVEK OD PREMOŽENJA 2016 1.OBROK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,13.9,"FENIKS BISTRO D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,10.18,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,14.06,"REZERVNI SKLAD 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,46.58,"PLAÈILO STANOVANJSKIH STR. 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,23.3,"PLAÈILO RAÈUN 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.99,"PLAÈILO STORITEV 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,403.6,"STROSKI RUBI 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,20,"RUBI VARÈEVANJE 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,12.75,"RTV PRISPEVEK AVGUST 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,27.49,"PLAÈILO T-2 AVG2016 16-390-0752907","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-10,36.05,"PLAÈILO PARKIRNINE 08/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-09,29.47,"NAKUP OMV 3548/ 29,47 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-09,3.32,"NAKUP MARENDA DULCIS 3,32 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-09,3.9,"MCDONALDžS REST. LJ","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-09,2.2,"NAKUP MARENDA DULCIS 2,20 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-09,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-08,8.02,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-08,4.35,"NAKUP MARENDA DULCIS 4,35 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-08,2.6,"NAKUP MARENDA DULCIS 2,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-08,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-08-06,3.83,"MAVRICA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-06,20.49,"INTERSPAR VIC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-05,4.69,"TC-MERKUR LJ BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-05,2.73,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-05,9.6,"NAKUP MARENDA DULCIS 9,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-04,1.78,"NAKUP MERKUR 5150 1,78 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-03,6.5,"BS HRUSICA II-S","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-03,3.26,"NAKUP MERKUR 5150 3,26 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-03,6.99,"NAKUP MERKUR 5150 6,99 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-02,41.26,"IC ELEKTRONIKA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-02,10.47,"SPAR SLOVENCEVA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-01,7.78,"SPAR BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-08-01,0.75,"UPORABNINA NLB KLIK JUL. 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-31,2.3,"STR VODENJA RAÈ","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-31,0.29,"OBR NEG. STANJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-30,10.5,"SINDROM D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-30,3.8,"SPAR SLOVENCEVA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-30,3.2,"PE KRIZANKE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-30,10,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-07-29,2.45,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-28,4.38,"NAKUP MARENDA DULCIS 4,38 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-28,3.5,"LIDL 221 PE LJ BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-27,4.77,"NAKUP MARENDA DULCIS 4,77 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-26,16,"FENIKS BISTRO D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-26,14.11,"SPAR BTC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-26,30,"RAM 2","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-07-26,403.6,"STROSKI RUBI 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-25,3.93,"NAKUP MARENDA DULCIS 3,93 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-24,6.9,"SIR WILLIAMS","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-23,10.36,"NAKUP Hofer Ljubljana - Fil. 10,36 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-22,3.61,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-22,3.96,"NAKUP MARENDA DULCIS 3,96 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-21,3.7,"NAKUP MARENDA DULCIS 3,70 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-21,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-07-20,3.91,"NAKUP MARENDA DULCIS 3,91 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-20,10.32,"NAKUP Hofer Ljubljana - Fil. 10,32 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,4.91,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,3.5,"NAKUP MARENDA DULCIS 3,50 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,19.4,"NAKUP Mimovrste PE BTC 19,40 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,150,"VRAÈILO AVTOBUS MACEIOSALVADOR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-07-19,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-19,75,"BENCIN BENETKE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,3.24,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,3.5,"NAKUP MARENDA DULCIS 3,50 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,205.09,"ODMERA DOHODNINE ZA LETO 2015","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,1.65,"PLAÈILO STORITEV 06/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,18,"PL. RAÈUNA ŠT.: 010153/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,14.06,"REZERVNI SKLAD 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,63.33,"PLAÈILO STANOVANJSKIH STR. 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,27.49,"PLAÈILO T-2 JUL2016 16-390-0627806","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,12.75,"RTV PRISPEVEK JULIJ 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,23.06,"PLAÈILO STOR. ELEKTR JULIJ 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,36,"PLAÈILO PARKIRNINE 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,0.24,"NADOMESTILO ZA PLAÈILO TN-DB","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,27.49,"10213122209","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-18,872.13,"VISA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-17,9,"FRIZERSKI SALON SIMPLE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-17,19.41,"INTERSPAR CITYPARK LJU","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-17,34.44,"MK KNJIGARNA CITYPARK","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-17,20,"RUBI VARÈEVANJE 07/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-07-16,9.72,"NAKUP Sportsbar ZRH 7760 10,60 CHF","Swiss",4,"Zurich","47.376887","8.541694","Maestro",1,0,0
2016-07-15,21.98,"NAKUP 010057749590001 79,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-15,22.76,"NAKUP 032593163 81,80 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-14,1.64,"NAKUP 010427363130001 6,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-14,5.73,"NAKUP 000000019177708 21,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-13,13.53,"NAKUP 063846489 49,60 BRL","Brasil",9,"Salvador","-12.973040","-38.502304","Maestro",1,0,0
2016-07-13,1.8,"NAKUP 041705840 6,60 BRL","Brasil",9,"Salvador","-12.973040","-38.502304","Maestro",1,0,0
2016-07-13,8.29,"NAKUP 018865453 30,10 BRL","Brasil",9,"Salvador","-12.973040","-38.502304","Maestro",1,0,0
2016-07-12,5.45,"NAKUP 010323759030001 20,00 BRL","Brasil",9,"Maceio","-9.649849","-35.708949","Maestro",1,0,0
2016-07-12,2.7,"NAKUP 010287250240001 9,90 BRL","Brasil",9,"Maceio","-9.649849","-35.708949","Maestro",1,0,0
2016-07-12,5.72,"NAKUP 039821943 21,00 BRL","Brasil",9,"Maceio","-9.649849","-35.708949","Maestro",1,0,0
2016-07-11,13.15,"NAKUP 045692084 48,25 BRL","Brasil",9,"Maragogi","-9.010372","-35.220828","Maestro",1,0,0
2016-07-11,15.91,"NAKUP 136444859000000 57,98 BRL","Brasil",9,"Maragogi","-9.010372","-35.220828","Maestro",1,0,0
2016-07-11,15.91,"NAKUP 136444859000000 57,98 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-11,5.46,"NAKUP 948697486876 19,90 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-10,13.48,"NAKUP 026001144 49,28 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-08,1.89,"NAKUP 040326454 7,00 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-08,1.32,"NAKUP 000000000904166 4,89 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-07,8.1,"NAKUP 010194132440001 30,00 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-07,23.36,"NAKUP 000000001113537 86,50 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-07,2.44,"NAKUP 024185132 9,00 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-06,2.52,"NAKUP 024185132 9,29 BRL","Brasil",9,"Santa Rem","-2.450629","-54.700923","Maestro",1,0,0
2016-07-06,0.75,"UPORABNINA NLB KLIK JUN. 2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-07-03,8.19,"NAKUP 010587448760001 29,50 BRL","Brasil",9,"Brasilia","-15.794.229",",-47.882166","Maestro",1,0,0
2016-07-02,3.36,"NAKUP 055761909 12,00 BRL","Brasil",9,"Sao Paolo","-23.550520","-46.633309","Maestro",1,0,0
2016-07-01,6,"NAKUP 010175828040001 21,50 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-01,4.24,"NAKUP 010348868080001 15,14 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-01,1.24,"NAKUP 053093160 4,43 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-01,9.22,"NAKUP 030299985 33,03 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-01,5.3,"NAKUP 010288835920001 19,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-07-01,3.35,"NAKUP 030299985 12,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-30,2.51,"NAKUP 741562841000000 9,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-30,8.37,"NAKUP 741562841000000 30,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-30,1.66,"NAKUP 000000000316636 6,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-30,2.3,"STR VODENJA RAÈ","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-30,0.41,"OBR NEG. STANJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-29,2.21,"NAKUP 010257361140001 8,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-29,26.21,"NAKUP 012734713 97,39 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-28,5.93,"NAKUP 000000001140384 22,00 BRL","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-27,34.01,"NAKUP Burger King ZRH 7900 36,70 CHF","Brasil",9,"Rio","-22.906847","-43.172896","Maestro",1,0,0
2016-06-26,21.14,"SPAR SLOVENCEVA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-26,0.53,"NADOMESTILO ZA DVIG - BA DRUGE BANKE","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-26,50,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-06-25,31.96,"DECATHLON LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-25,3.75,"SAMOPOSTREZBA BS 3","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-24,7.94,"SAMOPOSTREZBA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-24,4.8,"BS LJUBLJANA I","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-24,31.7,"A COSMOS","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-24,4.51,"NAKUP MARENDA DULCIS 4,51 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-23,1.5,"PS INVEST D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-23,5.15,"NAKUP MARENDA DULCIS 5,15 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-23,4.38,"NAKUP MARENDA DULCIS 4,38 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-22,1.8,"NAKUP MARENDA DULCIS 1,80 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-22,3.6,"NAKUP MARENDA DULCIS 3,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-21,4.57,"NAKUP MARENDA DULCIS 4,57 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-21,5.8,"SPAR ZELENI DVOR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-21,2.7,"NAKUP MARENDA DULCIS 2,70 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-21,20,"BANKOMAT DVIG LJUBLJANA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,1,0
2016-06-20,6.1,"FENIKS BISTRO D.O.O.","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,15.38,"INTERSPAR VIC","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,4.6,"NAKUP MARENDA DULCIS 4,60 EUR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,3,"GC LJUBLJANA - BAR","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,65.85,"PLAÈILO STANOVANJSKIH STR. 06/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,0.38,"PROVIZIJA","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
2016-06-20,14.06,"REZERVNI SKLAD 06/2016","Slovenija",1,"Ljubljana","46.056947","14.505751","Maestro",1,0,0
